OrderID	CustomerID	DateID	ManagerID
17084	991	187	1
17085	308	329	4
17086	349	252	4
17087	11	8	1
17088	856	75	1
17089	227	20	4
17090	215	340	4
17091	500	272	2
17092	780	158	2
17093	629	169	4
17094	88	256	1
17095	79	332	4
17096	749	70	3
17097	943	288	3
17098	642	228	3
17099	831	142	1
17100	619	58	2
17101	201	357	1
17102	706	308	1
17103	705	44	1
17104	381	192	2
17105	484	122	1
17106	388	345	1
17107	543	124	4
17108	434	337	4
17109	180	13	2
17110	420	52	4
17111	431	15	3
17112	255	190	2
17113	212	297	1
17114	212	278	2
17115	870	220	4
17116	904	217	2
17117	12	210	4
17118	518	77	3
17119	784	303	3
17120	554	148	3
17121	599	126	2
17122	611	253	4
17123	505	62	1
17124	935	236	3
17125	942	17	4
17126	527	154	4
17127	491	201	3
17128	81	124	1
17129	311	201	3
17130	858	45	4
17131	185	169	2
17132	261	112	3
17133	376	36	3
17134	364	181	3
17135	959	299	4
17136	110	298	2
17137	351	351	1
17138	720	325	4
17139	737	190	3
17140	127	137	4
17141	607	301	3
17142	370	89	2
17143	234	127	4
17144	617	242	1
17145	74	119	3
17146	632	114	4
17147	109	192	4
17148	136	251	2
17149	936	248	1
17150	499	285	2
17151	55	160	3
17152	787	53	2
17153	381	112	4
17154	180	353	1
17155	728	283	1
17156	309	196	4
17157	608	105	2
17158	343	29	4
17159	291	106	1
17160	562	263	2
17161	623	171	1
17162	784	255	2
17163	23	126	4
17164	319	65	1
17165	820	281	1
17166	303	330	4
17167	847	97	2
17168	979	34	2
17169	974	286	2
17170	778	343	3
17171	893	308	3
17172	903	362	3
17173	252	40	1
17174	837	159	4
17175	774	312	4
17176	741	201	2
17177	162	277	4
17178	504	95	4
17179	182	1	1
17180	124	58	2
17181	480	329	2
17182	165	188	2
17183	368	345	3
17184	854	1	4
17185	838	339	3
17186	796	230	3
17187	171	32	4
17188	179	1	3
17189	683	299	1
17190	244	238	4
17191	844	185	3
17192	699	152	4
17193	695	268	4
17194	733	20	2
17195	711	99	4
17196	985	349	4
17197	83	173	1
17198	358	87	4
17199	374	163	4
17200	310	308	4
17201	484	342	1
17202	160	33	4
17203	178	212	1
17204	25	88	1
17205	683	100	3
17206	617	98	2
17207	576	160	2
17208	642	68	3
17209	957	56	4
17210	174	172	3
17211	857	1	4
17212	839	221	4
17213	571	158	4
17214	659	219	3
17215	875	214	2
17216	963	288	3
17217	23	175	3
17218	73	222	2
17219	257	109	4
17220	144	33	3
17221	680	236	4
17222	603	308	4
17223	328	261	2
17224	778	258	2
17225	865	77	4
17226	254	343	4
17227	943	135	3
17228	861	49	4
17229	45	222	4
17230	552	313	2
17231	222	337	1
17232	796	279	2
17233	949	193	1
17234	420	157	2
17235	807	15	2
17236	51	75	4
17237	64	320	1
17238	949	320	4
17239	795	256	3
17240	607	291	2
17241	34	257	2
17242	196	129	1
17243	488	222	2
17244	821	72	2
17245	54	180	3
17246	212	196	1
17247	158	116	3
17248	708	247	2
17249	633	192	3
17250	495	8	4
17251	916	323	3
17252	870	339	3
17253	455	337	3
17254	208	255	1
17255	476	194	3
17256	300	335	4
17257	379	179	2
17258	501	304	2
17259	999	261	4
17260	540	248	2
17261	282	110	3
17262	573	159	1
17263	643	294	4
17264	239	35	2
17265	623	4	1
17266	377	76	1
17267	843	129	1
17268	958	44	1
17269	73	29	3
17270	948	334	4
17271	191	112	4
17272	565	311	3
17273	769	105	3
17274	227	10	3
17275	20	145	2
17276	84	196	1
17277	779	58	1
17278	428	132	3
17279	140	8	4
17280	824	113	2
17281	980	207	4
17282	575	120	4
17283	660	234	2
17284	916	148	4
17285	659	36	4
17286	540	322	2
17287	879	123	4
17288	619	299	3
17289	472	353	4
17290	260	294	2
17291	475	59	4
17292	908	211	1
17293	403	228	4
17294	43	303	4
17295	845	316	1
17296	861	228	2
17297	966	51	3
17298	726	56	4
17299	562	154	1
17300	450	120	3
17301	615	280	2
17302	628	327	4
17303	243	346	2
17304	390	302	1
17305	845	23	1
17306	760	125	1
17307	681	182	2
17308	313	272	2
17309	909	96	2
17310	824	130	2
17311	913	255	2
17312	669	59	3
17313	723	265	1
17314	551	268	4
17315	681	141	3
17316	272	53	4
17317	751	71	4
17318	458	134	3
17319	460	143	4
17320	385	182	3
17321	200	106	4
17322	360	322	4
17323	401	100	3
17324	762	8	2
17325	182	61	1
17326	774	158	1
17327	5	304	1
17328	353	115	1
17329	986	278	1
17330	124	251	1
17331	251	52	1
17332	566	96	3
17333	982	43	2
17334	15	37	2
17335	850	292	4
17336	228	299	3
17337	874	66	4
17338	177	272	4
17339	730	81	2
17340	542	236	3
17341	416	348	4
17342	112	193	4
17343	50	223	1
17344	466	156	4
17345	324	81	2
17346	368	107	1
17347	670	84	1
17348	440	100	1
17349	967	46	3
17350	73	271	4
17351	33	117	1
17352	967	246	2
17353	298	215	4
17354	22	28	3
17355	586	268	3
17356	863	355	4
17357	588	119	1
17358	66	228	3
17359	16	189	3
17360	91	342	2
17361	981	61	1
17362	235	33	2
17363	720	338	2
17364	723	92	2
17365	355	49	2
17366	494	62	1
17367	893	277	2
17368	398	323	3
17369	370	202	1
17370	639	160	4
17371	493	317	2
17372	777	280	2
17373	925	3	4
17374	472	87	2
17375	349	24	3
17376	173	304	4
17377	125	108	2
17378	317	225	1
17379	455	248	1
17380	16	145	4
17381	270	12	3
17382	500	233	1
17383	720	141	4
17384	279	263	2
17385	987	254	3
17386	983	123	1
17387	106	46	3
17388	805	4	4
17389	179	254	1
17390	886	169	3
17391	860	356	3
17392	827	302	1
17393	426	51	1
17394	626	130	3
17395	741	249	3
17396	594	75	2
17397	709	358	4
17398	877	193	4
17399	816	348	4
17400	939	184	1
17401	740	114	2
17402	162	94	1
17403	38	269	2
17404	855	28	1
17405	889	117	3
17406	744	333	3
17407	669	78	3
17408	447	354	3
17409	892	341	2
17410	166	218	3
17411	255	224	2
17412	704	137	3
17413	64	48	2
17414	896	355	4
17415	332	338	2
17416	527	284	3
17417	337	272	2
17418	496	23	2
17419	880	333	4
17420	175	76	4
17421	779	235	2
17422	676	304	2
17423	946	356	4
17424	788	333	2
17425	792	89	2
17426	106	23	4
17427	177	309	1
17428	274	102	1
17429	451	297	4
17430	132	135	1
17431	413	36	1
17432	972	309	3
17433	776	26	2
17434	267	16	3
17435	72	138	4
17436	897	148	3
17437	933	21	1
17438	553	33	4
17439	408	36	1
17440	405	82	2
17441	770	22	2
17442	386	137	3
17443	792	22	3
17444	571	301	4
17445	572	94	1
17446	943	318	4
17447	725	109	4
17448	525	63	4
17449	169	300	4
17450	64	14	4
17451	571	205	4
17452	128	255	1
17453	90	99	2
17454	973	224	3
17455	460	79	3
17456	491	20	3
17457	955	310	3
17458	865	196	4
17459	334	9	1
17460	190	227	3
17461	553	5	3
17462	990	164	1
17463	206	326	1
17464	794	54	4
17465	250	31	3
17466	575	134	2
17467	901	202	4
17468	256	108	2
17469	365	352	3
17470	318	242	3
17471	443	103	3
17472	331	179	1
17473	649	179	4
17474	586	103	1
17475	308	154	1
17476	898	321	1
17477	364	71	4
17478	806	214	3
17479	403	51	4
17480	250	124	1
17481	824	357	4
17482	118	203	4
17483	914	178	2
17484	284	79	4
17485	167	232	1
17486	907	242	2
17487	411	53	4
17488	145	190	1
17489	900	271	2
17490	869	71	4
17491	877	3	4
17492	787	303	4
17493	300	146	2
17494	412	342	1
17495	33	162	2
17496	911	54	1
17497	156	229	2
17498	750	278	2
17499	197	50	3
17500	785	35	2
17501	930	295	4
17502	909	20	2
17503	27	275	2
17504	222	103	4
17505	252	4	4
17506	711	290	4
17507	452	360	4
17508	839	264	4
17509	158	139	1
17510	293	15	3
17511	445	330	1
17512	53	146	2
17513	20	217	4
17514	730	329	4
17515	444	323	1
17516	644	131	2
17517	24	110	1
17518	730	103	2
17519	761	97	4
17520	122	53	4
17521	785	158	1
17522	201	330	4
17523	88	320	2
17524	921	211	4
17525	520	322	2
17526	927	1	2
17527	641	104	1
17528	471	90	2
17529	703	122	3
17530	239	199	1
17531	110	141	2
17532	854	227	2
17533	446	174	2
17534	726	298	1
17535	773	219	1
17536	446	83	1
17537	895	137	4
17538	623	246	4
17539	168	155	1
17540	994	132	2
17541	932	155	2
17542	533	318	1
17543	54	341	3
17544	249	244	4
17545	630	23	3
17546	400	103	3
17547	158	80	2
17548	46	215	1
17549	166	283	4
17550	294	70	1
17551	472	199	1
17552	230	10	4
17553	616	241	3
17554	483	146	3
17555	110	271	2
17556	193	274	3
17557	185	200	1
17558	806	135	3
17559	171	89	4
17560	65	176	4
17561	538	211	4
17562	308	345	4
17563	179	312	1
17564	207	4	1
17565	411	198	1
17566	211	120	3
17567	30	67	3
17568	251	322	2
17569	1000	354	4
17570	452	366	4
17571	510	3	2
17572	372	347	3
17573	71	328	1
17574	841	255	3
17575	11	220	3
17576	596	99	1
17577	224	82	4
17578	709	331	1
17579	604	137	3
17580	816	41	3
17581	292	188	4
17582	498	136	1
17583	167	176	2
17584	41	86	2
17585	645	86	4
17586	387	264	1
17587	795	4	2
17588	224	358	4
17589	857	44	2
17590	152	360	3
17591	496	335	1
17592	463	345	4
17593	986	178	3
17594	259	6	1
17595	640	78	3
17596	998	342	2
17597	451	53	3
17598	618	178	3
17599	4	234	2
17600	770	294	2
17601	701	264	4
17602	265	181	3
17603	771	24	1
17604	111	223	4
17605	838	181	4
17606	668	133	1
17607	863	267	4
17608	571	159	2
17609	686	1	2
17610	276	257	3
17611	868	333	4
17612	39	224	4
17613	755	150	4
17614	555	19	4
17615	941	196	3
17616	595	241	2
17617	139	151	4
17618	35	319	3
17619	159	286	1
17620	803	318	3
17621	27	141	2
17622	826	66	1
17623	861	347	2
17624	953	102	3
17625	740	76	4
17626	542	4	3
17627	255	311	3
17628	943	171	3
17629	707	311	4
17630	891	40	1
17631	769	53	2
17632	996	219	4
17633	470	7	3
17634	620	51	4
17635	22	307	3
17636	29	316	3
17637	431	105	4
17638	786	345	2
17639	635	241	2
17640	470	15	4
17641	91	54	2
17642	304	77	1
17643	764	40	4
17644	643	301	4
17645	181	100	2
17646	879	144	2
17647	453	180	3
17648	75	111	3
17649	981	76	4
17650	889	132	2
17651	591	130	2
17652	123	70	1
17653	405	144	3
17654	87	70	4
17655	115	220	1
17656	465	36	3
17657	475	132	1
17658	214	125	2
17659	655	299	1
17660	261	55	4
17661	671	60	1
17662	944	49	4
17663	289	73	3
17664	227	310	3
17665	257	73	3
17666	333	309	1
17667	504	365	4
17668	626	140	3
17669	993	83	1
17670	702	319	3
17671	168	273	3
17672	159	198	2
17673	498	30	3
17674	413	247	1
17675	810	193	2
17676	320	17	2
17677	171	128	4
17678	716	146	2
17679	97	355	3
17680	546	218	3
17681	481	25	4
17682	113	275	1
17683	932	129	3
17684	786	81	3
17685	479	78	2
17686	380	134	4
17687	955	339	4
17688	392	360	4
17689	117	34	4
17690	125	10	4
17691	72	285	3
17692	733	276	3
17693	448	314	2
17694	732	191	4
17695	823	197	3
17696	32	278	1
17697	765	292	1
17698	668	155	3
17699	649	320	4
17700	375	291	1
17701	343	314	2
17702	414	119	2
17703	369	182	1
17704	951	325	2
17705	813	333	3
17706	910	201	3
17707	49	131	3
17708	20	300	1
17709	899	335	3
17710	931	39	2
17711	616	151	1
17712	860	12	4
17713	162	128	4
17714	178	195	3
17715	982	171	2
17716	476	152	3
17717	406	205	3
17718	670	128	1
17719	441	120	4
17720	829	74	3
17721	404	100	2
17722	266	59	3
17723	110	146	2
17724	572	307	2
17725	163	361	2
17726	520	277	2
17727	349	16	1
17728	51	350	4
17729	535	82	1
17730	31	231	3
17731	646	25	3
17732	86	163	4
17733	671	147	3
17734	848	191	3
17735	968	215	1
17736	883	124	2
17737	809	24	2
17738	2	127	4
17739	869	35	2
17740	729	112	4
17741	834	61	4
17742	592	334	2
17743	215	230	1
17744	680	274	1
17745	347	196	3
17746	618	236	2
17747	241	298	1
17748	164	89	4
17749	466	322	3
17750	139	343	3
17751	832	237	1
17752	312	254	3
17753	635	123	3
17754	116	328	1
17755	215	323	1
17756	402	192	4
17757	657	207	1
17758	754	249	2
17759	830	301	2
17760	474	201	1
17761	832	297	2
17762	441	335	4
17763	568	210	3
17764	179	11	2
17765	579	241	1
17766	306	235	3
17767	683	282	1
17768	841	309	2
17769	713	49	2
17770	828	144	3
17771	320	212	4
17772	250	322	1
17773	893	193	2
17774	332	295	3
17775	506	282	1
17776	892	362	4
17777	715	64	1
17778	892	190	4
17779	572	347	1
17780	495	28	2
17781	232	66	1
17782	338	216	3
17783	189	274	2
17784	564	300	1
17785	280	115	4
17786	589	163	1
17787	893	358	2
17788	339	1	3
17789	498	344	3
17790	163	296	4
17791	80	94	2
17792	657	277	4
17793	860	251	1
17794	110	189	1
17795	685	182	1
17796	686	277	1
17797	249	40	4
17798	79	13	3
17799	169	174	2
17800	68	34	3
17801	709	241	1
17802	764	158	2
17803	139	28	3
17804	578	20	3
17805	321	12	4
17806	547	326	3
17807	313	121	1
17808	426	272	2
17809	50	101	4
17810	156	212	1
17811	278	181	2
17812	986	285	2
17813	57	264	2
17814	311	131	4
17815	518	116	4
17816	567	336	1
17817	379	336	1
17818	183	305	1
17819	680	27	4
17820	485	298	4
17821	999	258	2
17822	129	319	2
17823	43	28	3
17824	988	66	3
17825	378	230	4
17826	915	354	4
17827	256	51	1
17828	778	61	4
17829	174	135	1
17830	945	315	3
17831	786	13	1
17832	151	240	1
17833	496	97	1
17834	610	246	4
17835	245	19	3
17836	356	34	3
17837	59	260	2
17838	82	190	2
17839	653	316	3
17840	65	349	3
17841	858	178	1
17842	469	159	3
17843	551	362	2
17844	728	318	1
17845	639	191	1
17846	503	266	3
17847	86	127	2
17848	59	356	4
17849	675	255	3
17850	681	363	4
17851	468	326	2
17852	407	272	1
17853	466	55	1
17854	131	87	3
17855	949	177	3
17856	365	175	1
17857	557	37	2
17858	588	152	3
17859	419	208	1
17860	672	346	3
17861	952	317	2
17862	449	356	1
17863	788	110	1
17864	244	342	3
17865	560	186	3
17866	329	259	4
17867	314	210	1
17868	208	223	3
17869	64	325	2
17870	329	133	2
17871	118	244	1
17872	44	85	4
17873	246	254	2
17874	584	97	2
17875	741	75	2
17876	880	95	2
17877	42	85	3
17878	698	153	3
17879	878	147	4
17880	254	331	4
17881	381	29	3
17882	766	336	4
17883	351	352	1
17884	733	151	4
17885	845	320	1
17886	417	205	4
17887	63	112	2
17888	32	269	2
17889	193	156	1
17890	649	275	2
17891	636	341	2
17892	149	318	4
17893	746	259	3
17894	57	61	4
17895	736	139	4
17896	371	77	3
17897	780	194	4
17898	611	162	4
17899	751	132	1
17900	768	348	1
17901	5	248	1
17902	125	190	2
17903	596	65	4
17904	334	301	4
17905	516	129	1
17906	354	288	3
17907	616	336	2
17908	204	182	4
17909	434	275	3
17910	900	36	4
17911	580	63	1
17912	292	192	1
17913	952	140	1
17914	748	254	3
17915	348	294	1
17916	566	249	1
17917	13	96	4
17918	903	153	4
17919	364	129	4
17920	50	217	2
17921	12	125	3
17922	156	148	4
17923	108	225	3
17924	773	249	4
17925	505	304	1
17926	742	164	3
17927	143	65	4
17928	724	344	2
17929	67	178	2
17930	851	109	3
17931	112	53	3
17932	124	170	3
17933	826	327	3
17934	955	365	2
17935	892	10	2
17936	997	94	2
17937	942	134	2
17938	18	216	3
17939	901	211	2
17940	474	257	4
17941	67	166	1
17942	765	65	2
17943	182	356	1
17944	16	89	3
17945	353	309	1
17946	644	150	1
17947	23	325	1
17948	510	232	4
17949	556	45	1
17950	842	44	4
17951	794	359	2
17952	230	182	2
17953	627	360	2
17954	471	279	1
17955	372	18	4
17956	129	122	3
17957	251	289	2
17958	957	338	3
17959	346	187	2
17960	720	237	4
17961	934	315	1
17962	41	133	3
17963	586	247	3
17964	934	108	4
17965	275	90	3
17966	648	233	3
17967	273	193	2
17968	133	249	1
17969	938	76	1
17970	657	188	1
17971	753	193	3
17972	994	185	3
17973	978	34	3
17974	837	200	1
17975	55	26	3
17976	9	186	1
17977	648	301	1
17978	417	310	4
17979	6	47	2
17980	275	347	1
17981	228	235	2
17982	926	357	2
17983	329	323	2
17984	878	359	4
17985	338	224	3
17986	250	246	2
17987	476	307	2
17988	210	123	1
17989	340	280	1
17990	988	136	1
17991	211	190	1
17992	704	205	1
17993	434	338	3
17994	127	286	1
17995	579	132	3
17996	397	179	4
17997	52	3	1
17998	173	63	4
17999	244	255	3
18000	586	39	4
18001	537	41	4
18002	46	89	3
18003	743	37	4
18004	593	159	2
18005	388	340	2
18006	805	294	3
18007	290	93	1
18008	622	97	1
18009	93	187	2
18010	857	190	1
18011	551	124	4
18012	861	252	4
18013	163	326	4
18014	373	178	4
18015	171	57	1
18016	205	6	1
18017	798	339	4
18018	858	236	3
18019	325	318	3
18020	126	148	1
18021	263	147	2
18022	252	16	1
18023	580	177	4
18024	570	145	4
18025	870	100	2
18026	676	317	4
18027	958	268	2
18028	275	332	1
18029	813	73	3
18030	35	171	3
18031	632	126	1
18032	106	128	4
18033	943	342	2
18034	260	261	2
18035	415	350	2
18036	512	10	3
18037	731	339	3
18038	102	109	3
18039	284	68	4
18040	923	133	4
18041	686	263	2
18042	344	321	1
18043	875	117	4
18044	698	157	1
18045	339	124	2
18046	39	44	3
18047	225	239	2
18048	912	91	1
18049	850	182	2
18050	651	250	3
18051	96	92	4
18052	542	126	1
18053	318	95	4
18054	330	352	1
18055	113	112	4
18056	736	332	4
18057	784	94	1
18058	194	319	2
18059	632	9	2
18060	629	5	4
18061	751	220	1
18062	974	247	4
18063	491	114	4
18064	654	93	4
18065	321	96	4
18066	953	313	3
18067	443	166	2
18068	160	186	3
18069	617	127	1
18070	658	321	3
18071	611	132	4
18072	81	51	2
18073	440	238	1
18074	557	335	4
18075	660	138	3
18076	679	236	3
18077	226	9	4
18078	265	302	3
18079	609	192	3
18080	655	128	3
18081	281	328	4
18082	222	280	1
18083	252	185	3
18084	75	320	1
18085	221	199	4
18086	59	56	4
18087	538	163	3
18088	398	12	2
18089	375	50	4
18090	29	95	3
18091	720	107	1
18092	253	273	3
18093	145	213	4
18094	486	242	1
18095	488	178	4
18096	82	189	1
18097	21	294	3
18098	687	361	3
18099	942	103	3
18100	124	44	4
18101	17	250	2
18102	814	76	1
18103	52	190	3
18104	917	314	3
18105	857	172	1
18106	270	102	1
18107	596	192	3
18108	403	297	1
18109	524	189	2
18110	120	100	4
18111	309	165	1
18112	689	41	3
18113	429	271	1
18114	924	239	2
18115	326	135	2
18116	977	283	1
18117	900	6	1
18118	991	215	2
18119	698	22	1
18120	904	32	2
18121	455	210	4
18122	8	118	3
18123	459	78	2
18124	803	97	4
18125	406	233	3
18126	924	133	2
18127	161	311	1
18128	637	132	1
18129	643	34	3
18130	374	86	3
18131	725	66	3
18132	881	201	2
18133	385	178	1
18134	715	85	1
18135	711	177	3
18136	424	11	1
18137	842	10	1
18138	714	326	4
18139	626	245	2
18140	860	143	1
18141	736	162	3
18142	144	63	4
18143	672	172	3
18144	362	212	1
18145	949	252	1
18146	840	86	4
18147	732	319	1
18148	567	349	4
18149	717	151	2
18150	879	125	1
18151	52	225	3
18152	713	361	4
18153	378	44	1
18154	664	96	1
18155	388	191	3
18156	560	18	3
18157	9	186	1
18158	105	145	3
18159	308	205	2
18160	916	44	4
18161	629	93	2
18162	205	87	3
18163	201	49	1
18164	808	30	3
18165	152	23	1
18166	431	165	3
18167	259	162	2
18168	687	286	1
18169	158	1	2
18170	665	291	3
18171	54	146	1
18172	505	325	3
18173	974	109	4
18174	318	46	2
18175	454	322	2
18176	522	79	2
18177	684	166	2
18178	63	170	3
18179	107	178	2
18180	731	220	1
18181	578	228	3
18182	685	145	2
18183	597	7	1
18184	83	214	2
18185	491	257	4
18186	989	328	4
18187	340	301	3
18188	634	46	4
18189	440	348	4
18190	847	194	1
18191	289	46	1
18192	677	354	2
18193	42	84	2
18194	619	241	2
18195	889	23	3
18196	530	139	2
18197	872	230	1
18198	326	181	4
18199	716	254	2
18200	48	68	1
18201	112	122	2
18202	770	97	3
18203	53	191	1
18204	90	346	3
18205	297	43	4
18206	952	165	4
18207	797	37	3
18208	396	49	3
18209	453	31	3
18210	122	148	2
18211	708	122	3
18212	613	227	2
18213	255	51	2
18214	878	158	3
18215	323	355	3
18216	210	266	1
18217	760	268	2
18218	359	206	4
18219	678	21	3
18220	418	262	3
18221	459	3	2
18222	917	325	1
18223	765	181	3
18224	340	77	3
18225	767	70	2
18226	73	332	1
18227	251	90	4
18228	154	125	4
18229	647	362	3
18230	188	43	1
18231	545	349	1
18232	592	252	4
18233	771	52	3
18234	984	305	3
18235	250	343	1
18236	692	24	2
18237	575	288	4
18238	618	33	1
18239	663	364	3
18240	177	156	4
18241	451	309	2
18242	682	273	1
18243	369	43	2
18244	439	248	1
18245	310	16	4
18246	89	66	1
18247	463	102	2
18248	400	76	1
18249	485	299	4
18250	943	300	4
18251	668	334	3
18252	672	347	3
18253	400	345	1
18254	722	261	2
18255	613	172	4
18256	508	26	3
18257	601	322	2
18258	54	116	2
18259	611	90	3
18260	46	256	1
18261	898	315	3
18262	522	264	1
18263	52	366	1
18264	509	314	2
18265	887	209	2
18266	694	48	2
18267	448	264	3
18268	101	16	4
18269	420	232	2
18270	561	248	4
18271	812	141	4
18272	691	358	3
18273	39	270	3
18274	808	49	4
18275	747	260	2
18276	828	123	3
18277	806	27	1
18278	992	41	1
18279	878	92	4
18280	717	163	3
18281	599	288	1
18282	247	243	2
18283	240	81	1
18284	676	299	3
18285	512	159	2
18286	501	78	1
18287	922	263	1
18288	889	265	3
18289	121	22	1
18290	169	83	4
18291	790	323	1
18292	509	265	2
18293	231	231	2
18294	283	61	4
18295	179	101	1
18296	314	2	1
18297	231	229	1
18298	339	286	3
18299	119	205	3
18300	795	152	4
18301	22	329	1
18302	384	130	4
18303	780	110	1
18304	92	357	4
18305	819	219	1
18306	558	250	1
18307	585	264	3
18308	30	312	4
18309	626	34	1
18310	977	207	3
18311	693	127	4
18312	989	76	4
18313	972	343	2
18314	746	130	3
18315	720	65	2
18316	991	132	3
18317	288	338	2
18318	276	240	2
18319	747	244	3
18320	159	191	4
18321	101	38	3
18322	950	323	2
18323	54	185	3
18324	184	130	2
18325	205	65	1
18326	317	48	1
18327	871	45	3
18328	625	156	3
18329	968	134	2
18330	834	199	2
18331	614	311	2
18332	486	291	3
18333	155	347	2
18334	187	358	1
18335	823	257	2
18336	490	208	3
18337	727	132	3
18338	225	319	3
18339	513	13	3
18340	438	234	1
18341	870	47	2
18342	173	141	1
18343	361	95	1
18344	421	63	2
18345	426	76	2
18346	152	358	2
18347	558	59	4
18348	587	148	1
18349	384	312	2
18350	55	94	1
18351	676	187	3
18352	60	19	4
18353	615	339	3
18354	526	154	1
18355	934	167	2
18356	465	342	1
18357	249	347	2
18358	463	306	4
18359	462	50	4
18360	574	360	1
18361	758	190	3
18362	443	32	2
18363	964	203	2
18364	944	91	2
18365	881	166	1
18366	936	55	2
18367	909	9	3
18368	891	105	4
18369	378	348	3
18370	403	128	1
18371	481	225	2
18372	927	292	4
18373	376	128	1
18374	171	179	3
18375	833	184	3
18376	525	328	3
18377	185	160	1
18378	147	342	3
18379	606	19	3
18380	300	135	4
18381	406	264	4
18382	222	35	2
18383	852	248	1
18384	157	62	2
18385	261	43	4
18386	79	358	1
18387	841	194	4
18388	649	276	3
18389	403	98	2
18390	352	23	3
18391	433	73	2
18392	850	77	3
18393	4	1	1
18394	812	221	2
18395	687	248	3
18396	216	177	4
18397	573	287	2
18398	612	292	3
18399	690	165	2
18400	215	213	3
18401	629	358	4
18402	510	10	1
18403	401	291	3
18404	411	258	2
18405	142	175	4
18406	481	102	1
18407	299	278	4
18408	485	146	2
18409	973	98	3
18410	743	359	1
18411	86	74	3
18412	63	257	4
18413	72	97	2
18414	322	290	1
18415	970	186	2
18416	833	173	3
18417	813	17	2
18418	560	89	2
18419	556	20	3
18420	592	176	3
18421	467	271	4
18422	959	137	3
18423	61	311	1
18424	322	145	2
18425	196	348	2
18426	454	348	1
18427	969	53	4
18428	38	173	3
18429	467	292	2
18430	277	161	1
18431	870	366	3
18432	620	252	3
18433	31	124	2
18434	620	131	1
18435	461	194	3
18436	512	188	1
18437	759	293	3
18438	635	229	1
18439	132	331	2
18440	78	170	2
18441	775	344	4
18442	750	135	2
18443	325	139	2
18444	587	240	1
18445	378	303	3
18446	250	323	1
18447	416	329	2
18448	126	77	3
18449	285	361	1
18450	93	193	4
18451	108	326	4
18452	777	228	3
18453	218	30	3
18454	216	72	1
18455	365	321	2
18456	728	61	1
18457	829	275	1
18458	190	186	1
18459	522	94	1
18460	52	284	4
18461	505	329	3
18462	166	94	2
18463	746	258	1
18464	230	186	3
18465	720	266	1
18466	81	173	2
18467	367	349	4
18468	384	152	1
18469	145	157	2
18470	251	88	1
18471	517	5	1
18472	65	355	3
18473	502	62	1
18474	950	311	4
18475	369	42	1
18476	69	137	4
18477	362	363	3
18478	23	276	3
18479	885	109	4
18480	104	140	2
18481	955	333	1
18482	945	254	1
18483	242	147	3
18484	620	53	3
18485	973	238	2
18486	302	246	4
18487	667	105	1
18488	954	330	1
18489	259	65	2
18490	17	234	3
18491	456	3	1
18492	681	229	2
18493	615	163	1
18494	169	15	3
18495	233	164	2
18496	245	94	4
18497	555	188	3
18498	124	237	3
18499	29	174	3
18500	188	264	2
18501	415	330	1
18502	918	155	2
18503	896	351	3
18504	158	138	2
18505	356	146	1
18506	928	55	2
18507	417	31	1
18508	407	90	2
18509	595	212	4
18510	760	293	2
18511	600	22	3
18512	617	171	1
18513	397	37	4
18514	219	37	1
18515	226	194	4
18516	608	122	2
18517	810	142	3
18518	193	359	1
18519	6	70	2
18520	19	121	4
18521	416	283	3
18522	633	269	3
18523	86	11	3
18524	144	159	2
18525	365	19	4
18526	777	209	1
18527	200	284	2
18528	519	97	2
18529	514	92	2
18530	594	36	2
18531	678	8	4
18532	345	61	4
18533	999	335	2
18534	804	4	2
18535	290	359	4
18536	843	76	3
18537	127	305	1
18538	172	42	1
18539	88	22	1
18540	685	298	1
18541	851	221	3
18542	189	82	1
18543	508	160	2
18544	238	135	3
18545	633	226	1
18546	870	155	3
18547	461	306	2
18548	369	169	1
18549	777	135	2
18550	587	172	1
18551	355	63	1
18552	276	91	4
18553	241	87	3
18554	723	249	4
18555	593	213	4
18556	153	50	4
18557	834	8	2
18558	623	292	4
18559	236	118	3
18560	847	237	3
18561	150	259	4
18562	856	241	4
18563	265	3	3
18564	820	135	2
18565	335	164	3
18566	918	236	2
18567	78	294	4
18568	867	146	3
18569	876	43	2
18570	283	355	2
18571	638	189	2
18572	217	325	2
18573	430	102	3
18574	176	238	4
18575	219	317	2
18576	621	150	1
18577	857	90	2
18578	99	252	2
18579	200	118	1
18580	576	50	3
18581	148	57	1
18582	57	239	2
18583	528	50	4
18584	453	239	3
18585	549	70	3
18586	736	237	2
18587	865	169	4
18588	621	210	1
18589	412	94	3
18590	512	266	1
18591	634	197	4
18592	56	269	2
18593	208	332	1
18594	112	190	2
18595	156	147	2
18596	663	54	4
18597	857	143	1
18598	78	22	2
18599	153	231	3
18600	150	115	1
18601	944	304	4
18602	70	271	2
18603	937	95	2
18604	506	70	4
18605	357	194	3
18606	374	48	3
18607	408	173	1
18608	27	107	2
18609	916	340	2
18610	968	105	4
18611	499	243	2
18612	365	132	3
18613	242	44	4
18614	306	176	3
18615	219	110	3
18616	194	189	4
18617	889	193	3
18618	247	249	4
18619	853	251	1
18620	304	47	1
18621	205	113	2
18622	240	101	1
18623	973	344	1
18624	946	14	3
18625	459	309	4
18626	694	104	4
18627	638	29	3
18628	613	206	3
18629	697	75	2
18630	162	198	1
18631	796	75	3
18632	395	155	2
18633	489	101	2
18634	750	53	1
18635	157	303	3
18636	624	53	1
